translation
"{'en': 'APPLICATION FOR APPROVAL', 'ro': 'CEREREA DE OMOLOGARE'}"
"{'en': 'Etichete: Last,Night,Big,World,Original,Radio,Edit,\n', 'ro': 'Etichete: Fero,Cristi,Nova,iubesc,2015,Originala,'}"
"{'en': 'Listen.', 'ro': 'Ascultă.'}"
"{'en': 'Listen.\n', 'ro': 'Ascultă.'}"
"{'en': 'Listen.\n', 'ro': 'Ascultă.'}"
"{'en': 'So what?', 'ro': 'Şi?'}"
"{'en': 'And?\n', 'ro': 'Şi?'}"
"{'en': 'And?\n', 'ro': 'Şi?'}"
"{'en': ""Isn't that right?"", 'ro': 'Nu?'}"
"{'en': 'No?\n', 'ro': 'Nu?'}"
"{'en': 'No?\n', 'ro': 'Nu?'}"
"{'en': 'Please.', 'ro': 'Mănânc...'}"
"{'en': 'Please.\n', 'ro': 'Mănânc...'}"
"{'en': 'Please.\n', 'ro': 'Mănânc...'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': ""It's quinn."", 'ro': 'Quinn.'}"
"{'en': 'Quinn.\n', 'ro': 'Quinn.'}"
"{'en': 'Quinn.\n', 'ro': 'Quinn.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'A shit bag.', 'ro': 'Jegosule.'}"
"{'en': 'Dirtbag.\n', 'ro': 'Jegosule.'}"
"{'en': 'Dirtbag.\n', 'ro': 'Jegosule.'}"
"{'en': 'Goodbye.', 'ro': 'La revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'La revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'La revedere.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Is that Chris?', 'ro': 'Chris?'}"
"{'en': 'Chris?\n', 'ro': 'Chris?'}"
"{'en': 'Chris?\n', 'ro': 'Chris?'}"
"{'en': 'Yes?', 'ro': 'Da ?'}"
"{'en': 'Yes?\n', 'ro': 'Da ?'}"
"{'en': 'Yes?\n', 'ro': 'Da ?'}"
"{'en': 'Hello.', 'ro': 'Bună.'}"
"{'en': 'Hi.\n', 'ro': 'Bună.'}"
"{'en': 'Hi.\n', 'ro': 'Bună.'}"
"{'en': 'Well... [sighs]', 'ro': 'Ei bine ... [oftează]'}"
"{'en': 'Well... [sighs]\n', 'ro': 'Ei bine ... [oftează]'}"
"{'en': 'Well... [sighs]\n', 'ro': 'Ei bine ... [oftează]'}"
"{'en': ""It's Ivan!"", 'ro': 'Ivan!'}"
"{'en': 'Ivan!\n', 'ro': 'Ivan!'}"
"{'en': 'Ivan!\n', 'ro': 'Ivan!'}"
"{'en': 'Molly!', 'ro': 'Molly!'}"
"{'en': 'Molly!\n', 'ro': 'Molly!'}"
"{'en': 'Molly!\n', 'ro': 'Molly!'}"
"{'en': 'Toby!', 'ro': 'Toby!'}"
"{'en': 'Toby!\n', 'ro': 'Toby!'}"
"{'en': 'Toby!\n', 'ro': 'Toby!'}"
"{'en': 'Hello.', 'ro': 'Hei.'}"
"{'en': 'Hey.\n', 'ro': 'Hei.'}"
"{'en': 'Hey.\n', 'ro': 'Hei.'}"
"{'en': 'Come on!', 'ro': 'Vino!'}"
"{'en': 'Come!\n', 'ro': 'Vino!'}"
"{'en': 'Come!\n', 'ro': 'Vino!'}"
"{'en': 'Enjoy (3:00)', 'ro': 'Drop Out (3:12)'}"
"{'en': 'Enjoy (3:00)\n', 'ro': 'Drop Out (3:12)'}"
"{'en': 'Enjoy (3:00)\n', 'ro': 'Drop Out (3:12)'}"
"{'en': 'Ready?', 'ro': 'Daţi-i drumul!'}"
"{'en': 'Ready?\n', 'ro': 'Daţi-i drumul!'}"
"{'en': 'Ready?\n', 'ro': 'Daţi-i drumul!'}"
"{'en': 'Sophie?', 'ro': 'Sophie?'}"
"{'en': 'Sophie?\n', 'ro': 'Sophie?'}"
"{'en': 'Sophie?\n', 'ro': 'Sophie?'}"
"{'en': 'Oh, right.', 'ro': 'Oh .'}"
"{'en': 'Oh.\n', 'ro': 'Oh .'}"
"{'en': 'Oh.\n', 'ro': 'Oh .'}"
"{'en': 'What?', 'ro': '- Ce e?'}"
"{'en': 'What?\n', 'ro': '- Ce e?'}"
"{'en': 'What?\n', 'ro': '- Ce e?'}"
"{'en': 'Noshimuri.', 'ro': 'Noshimuri.'}"
"{'en': 'Noshimuri.\n', 'ro': 'Noshimuri.'}"
"{'en': 'Noshimuri.\n', 'ro': 'Noshimuri.'}"
"{'en': 'The day.', 'ro': 'E ziuă.'}"
"{'en': 'Daytime.\n', 'ro': 'E ziuă.'}"
"{'en': 'Daytime.\n', 'ro': 'E ziuă.'}"
"{'en': 'Hello!', 'ro': 'Unde sau dus? Nu, nu cu harta.'}"
"{'en': 'Hey!\n', 'ro': 'Unde sau dus? Nu, nu cu harta.'}"
"{'en': 'Hey!\n', 'ro': 'Unde sau dus? Nu, nu cu harta.'}"
"{'en': 'Yes.', 'ro': 'Da.'}"
"{'en': 'Yep.\n', 'ro': 'Da.'}"
"{'en': 'Yep.\n', 'ro': 'Da.'}"
"{'en': 'Well...', 'ro': 'Pai...'}"
"{'en': 'Well...\n', 'ro': 'Pai...'}"
"{'en': 'Well...\n', 'ro': 'Pai...'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Please!', 'ro': 'Te rog!'}"
"{'en': 'Please!\n', 'ro': 'Te rog!'}"
"{'en': 'Please!\n', 'ro': 'Te rog!'}"
"{'en': ""It's horrible."", 'ro': 'Oribil.'}"
"{'en': 'Horrible.\n', 'ro': 'Oribil.'}"
"{'en': 'Horrible.\n', 'ro': 'Oribil.'}"
"{'en': 'Hey, buddy!', 'ro': 'Budd.!'}"
"{'en': 'Budd!\n', 'ro': 'Budd.!'}"
"{'en': 'Budd!\n', 'ro': 'Budd.!'}"
"{'en': 'Out!', 'ro': 'Ieşiţi !'}"
"{'en': 'Out!\n', 'ro': 'Ieşiţi !'}"
"{'en': 'Out!\n', 'ro': 'Ieşiţi !'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'You okay?', 'ro': 'De acord?'}"
"{'en': 'Okay?\n', 'ro': 'De acord?'}"
"{'en': 'Okay?\n', 'ro': 'De acord?'}"
"{'en': 'Of course.', 'ro': 'Sigur.'}"
"{'en': 'Sure.\n', 'ro': 'Sigur.'}"
"{'en': 'Sure.\n', 'ro': 'Sigur.'}"
"{'en': 'Joe?', 'ro': 'Joe?'}"
"{'en': 'Joe?\n', 'ro': 'Joe?'}"
"{'en': 'Joe?\n', 'ro': 'Joe?'}"
"{'en': ""What's this?"", 'ro': 'Arghhh!'}"
"{'en': 'Arghhh!\n', 'ro': 'Arghhh!'}"
"{'en': 'Arghhh!\n', 'ro': 'Arghhh!'}"
"{'en': 'Yeah!', 'ro': 'Da!'}"
"{'en': 'Yeah!\n', 'ro': 'Da!'}"
"{'en': 'Yeah!\n', 'ro': 'Da!'}"
"{'en': 'Mycroft.', 'ro': '- Mycroft.'}"
"{'en': 'Mycroft.\n', 'ro': '- Mycroft.'}"
"{'en': 'Mycroft.\n', 'ro': '- Mycroft.'}"
"{'en': 'Henry...', 'ro': 'Henry?'}"
"{'en': 'Henry...\n', 'ro': 'Henry?'}"
"{'en': 'Henry...\n', 'ro': 'Henry?'}"
"{'en': 'Elvgren.', 'ro': 'Elvgren.'}"
"{'en': 'Elvgren.\n', 'ro': 'Elvgren.'}"
"{'en': 'Elvgren.\n', 'ro': 'Elvgren.'}"
"{'en': 'Dad!', 'ro': 'Tată, vino aici!'}"
"{'en': 'Dad!\n', 'ro': 'Tată, vino aici!'}"
"{'en': 'Dad!\n', 'ro': 'Tată, vino aici!'}"
"{'en': 'Hello.', 'ro': '- Salut.'}"
"{'en': 'Hey.\n', 'ro': '- Salut.'}"
"{'en': 'Hey.\n', 'ro': '- Salut.'}"
"{'en': 'Start.', 'ro': 'Începe!'}"
"{'en': 'Start.\n', 'ro': 'Începe!'}"
"{'en': 'Start.\n', 'ro': 'Începe!'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'What?', 'ro': 'Cum?'}"
"{'en': 'What?\n', 'ro': 'Cum?'}"
"{'en': 'What?\n', 'ro': 'Cum?'}"
"{'en': 'Together.', 'ro': 'Împreună.'}"
"{'en': 'Together.\n', 'ro': 'Împreună.'}"
"{'en': 'Together.\n', 'ro': 'Împreună.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Dad!', 'ro': 'Tată !'}"
"{'en': 'Dad!\n', 'ro': 'Tată !'}"
"{'en': 'Dad!\n', 'ro': 'Tată !'}"
"{'en': 'Because...', 'ro': 'Pentru ca...'}"
"{'en': 'Because...\n', 'ro': 'Pentru ca...'}"
"{'en': 'Because...\n', 'ro': 'Pentru ca...'}"
"{'en': 'Welcome.', 'ro': 'Bine aţi venit.'}"
"{'en': 'Welcome.\n', 'ro': 'Bine aţi venit.'}"
"{'en': 'Welcome.\n', 'ro': 'Bine aţi venit.'}"
"{'en': ""It's not fair."", 'ro': 'Sunteţi nedrept.'}"
"{'en': 'Unfair.\n', 'ro': 'Sunteţi nedrept.'}"
"{'en': 'Unfair.\n', 'ro': 'Sunteţi nedrept.'}"
"{'en': 'Chet.', 'ro': 'Chet.'}"
"{'en': 'Chet.\n', 'ro': 'Chet.'}"
"{'en': 'Chet.\n', 'ro': 'Chet.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Fine.\n', 'ro': 'Bine.'}"
"{'en': 'Fine.\n', 'ro': 'Bine.'}"
"{'en': ""D'Artagnan."", 'ro': ""D'Artagnan.""}"
"{'en': ""D'Artagnan.\n"", 'ro': ""D'Artagnan.""}"
"{'en': ""D'Artagnan.\n"", 'ro': ""D'Artagnan.""}"
"{'en': 'Of course.', 'ro': 'SIGUR CA DA.'}"
"{'en': 'Sure.\n', 'ro': 'SIGUR CA DA.'}"
"{'en': 'Sure.\n', 'ro': 'SIGUR CA DA.'}"
"{'en': 'Come on.', 'ro': 'hai.'}"
"{'en': 'Come.\n', 'ro': 'hai.'}"
"{'en': 'Come.\n', 'ro': 'hai.'}"
"{'en': 'Wait.', 'ro': 'Aştepta-ţi.'}"
"{'en': 'Wait.\n', 'ro': 'Aştepta-ţi.'}"
"{'en': 'Wait.\n', 'ro': 'Aştepta-ţi.'}"
"{'en': 'Hello.', 'ro': 'Hei'}"
"{'en': 'Hey.\n', 'ro': 'Hei'}"
"{'en': 'Hey.\n', 'ro': 'Hei'}"
"{'en': 'Of course.', 'ro': 'Desigur.'}"
"{'en': 'Sure.\n', 'ro': 'Desigur.'}"
"{'en': 'Sure.\n', 'ro': 'Desigur.'}"
"{'en': 'Attack!', 'ro': 'Atacă! Mai vrei?'}"
"{'en': 'Attack!\n', 'ro': 'Atacă! Mai vrei?'}"
"{'en': 'Attack!\n', 'ro': 'Atacă! Mai vrei?'}"
"{'en': ""What's this?"", 'ro': 'Whoa!'}"
"{'en': 'Whoa!\n', 'ro': 'Whoa!'}"
"{'en': 'Whoa!\n', 'ro': 'Whoa!'}"
"{'en': 'The bingo!', 'ro': 'Perfect !'}"
"{'en': 'Bingo!\n', 'ro': 'Perfect !'}"
"{'en': 'Bingo!\n', 'ro': 'Perfect !'}"
"{'en': 'Nothing.', 'ro': 'Nimic.'}"
"{'en': 'Nothing.\n', 'ro': 'Nimic.'}"
"{'en': 'Nothing.\n', 'ro': 'Nimic.'}"
"{'en': 'Look!', 'ro': 'Uită-te!'}"
"{'en': 'Look!\n', 'ro': 'Uită-te!'}"
"{'en': 'Look!\n', 'ro': 'Uită-te!'}"
"{'en': 'Electric (4:44)', 'ro': 'Kisses (3:20)'}"
"{'en': 'Electric (4:44)\n', 'ro': 'Kisses (3:20)'}"
"{'en': 'Electric (4:44)\n', 'ro': 'Kisses (3:20)'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Tomas.', 'ro': 'Tomas.'}"
"{'en': 'Tomas.\n', 'ro': 'Tomas.'}"
"{'en': 'Tomas.\n', 'ro': 'Tomas.'}"
"{'en': 'Texas.', 'ro': 'În Texas.'}"
"{'en': 'Texas.\n', 'ro': 'În Texas.'}"
"{'en': 'Texas.\n', 'ro': 'În Texas.'}"
"{'en': 'Hello!', 'ro': 'Hei!'}"
"{'en': 'Hey!\n', 'ro': 'Hei!'}"
"{'en': 'Hey!\n', 'ro': 'Hei!'}"
"{'en': 'Chelsea...', 'ro': 'Chelsea...'}"
"{'en': 'Chelsea...\n', 'ro': 'Chelsea...'}"
"{'en': 'Chelsea...\n', 'ro': 'Chelsea...'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Sir?', 'ro': '- Da?'}"
"{'en': 'Sir?\n', 'ro': '- Da?'}"
"{'en': 'Sir?\n', 'ro': '- Da?'}"
"{'en': ""What's the matter?"", 'ro': 'La Dracu !'}"
"{'en': 'Fuck!\n', 'ro': 'La Dracu !'}"
"{'en': 'Fuck!\n', 'ro': 'La Dracu !'}"
"{'en': 'Alone?', 'ro': 'Singur ?'}"
"{'en': 'Alone?\n', 'ro': 'Singur ?'}"
"{'en': 'Alone?\n', 'ro': 'Singur ?'}"
"{'en': 'Wait!', 'ro': 'Staţi puţin !'}"
"{'en': 'Wait!\n', 'ro': 'Staţi puţin !'}"
"{'en': 'Wait!\n', 'ro': 'Staţi puţin !'}"
"{'en': 'Oh, my God.', 'ro': 'Mamă.'}"
"{'en': 'Fuck.\n', 'ro': 'Mamă.'}"
"{'en': 'Fuck.\n', 'ro': 'Mamă.'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': ""It's Mika!"", 'ro': 'Mika !'}"
"{'en': 'Mika!\n', 'ro': 'Mika !'}"
"{'en': 'Mika!\n', 'ro': 'Mika !'}"
"{'en': 'Got it.', 'ro': '- Receptie.'}"
"{'en': 'Copy.\n', 'ro': '- Receptie.'}"
"{'en': 'Copy.\n', 'ro': '- Receptie.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Look.', 'ro': '- Slavă Domnului. - Uită-te.'}"
"{'en': 'Look.\n', 'ro': '- Slavă Domnului. - Uită-te.'}"
"{'en': 'Look.\n', 'ro': '- Slavă Domnului. - Uită-te.'}"
"{'en': 'Come on!', 'ro': 'Start!'}"
"{'en': 'Go!\n', 'ro': 'Start!'}"
"{'en': 'Go!\n', 'ro': 'Start!'}"
"{'en': 'C. The role of the United Nations in lifelong learning', 'ro': 'C.'}"
"{'en': 'C.\n', 'ro': 'C.'}"
"{'en': 'C.\n', 'ro': 'C.'}"
"{'en': ""It's Martin."", 'ro': 'Martin.'}"
"{'en': 'Martin.\n', 'ro': 'Martin.'}"
"{'en': 'Martin.\n', 'ro': 'Martin.'}"
"{'en': 'Ah...', 'ro': 'Ah...'}"
"{'en': 'Ah...\n', 'ro': 'Ah...'}"
"{'en': 'Ah...\n', 'ro': 'Ah...'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'Calm down.', 'ro': 'Simte-te ca acasă'}"
"{'en': 'Relax.\n', 'ro': 'Simte-te ca acasă'}"
"{'en': 'Relax.\n', 'ro': 'Simte-te ca acasă'}"
"{'en': ""I'm sorry."", 'ro': 'Scuze.'}"
"{'en': 'Sorry.\n', 'ro': 'Scuze.'}"
"{'en': 'Sorry.\n', 'ro': 'Scuze.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu prea.'}"
"{'en': 'No.\n', 'ro': 'Nu prea.'}"
"{'en': 'No.\n', 'ro': 'Nu prea.'}"
"{'en': 'So...', 'ro': 'Deci...'}"
"{'en': 'So...\n', 'ro': 'Deci...'}"
"{'en': 'So...\n', 'ro': 'Deci...'}"
"{'en': 'Ralph!', 'ro': 'Ralph!'}"
"{'en': 'Ralph!\n', 'ro': 'Ralph!'}"
"{'en': 'Ralph!\n', 'ro': 'Ralph!'}"
"{'en': 'Oh, my God!', 'ro': 'Doamne!'}"
"{'en': 'Jeez!\n', 'ro': 'Doamne!'}"
"{'en': 'Jeez!\n', 'ro': 'Doamne!'}"
"{'en': 'Portland!', 'ro': 'Portland!'}"
"{'en': 'Portland!\n', 'ro': 'Portland!'}"
"{'en': 'Portland!\n', 'ro': 'Portland!'}"
"{'en': 'Nine?', 'ro': 'Nouă?'}"
"{'en': 'Nine?\n', 'ro': 'Nouă?'}"
"{'en': 'Nine?\n', 'ro': 'Nouă?'}"
"{'en': 'Oh, my God!', 'ro': 'Ham!'}"
"{'en': 'Woof!\n', 'ro': 'Ham!'}"
"{'en': 'Woof!\n', 'ro': 'Ham!'}"
"{'en': 'Great.', 'ro': 'Grozav.'}"
"{'en': 'Great.\n', 'ro': 'Grozav.'}"
"{'en': 'Great.\n', 'ro': 'Grozav.'}"
"{'en': 'Is that Richard?', 'ro': 'Richard?'}"
"{'en': 'Richard?\n', 'ro': 'Richard?'}"
"{'en': 'Richard?\n', 'ro': 'Richard?'}"
"{'en': 'Yellow.', 'ro': 'Alo.'}"
"{'en': 'Yellow.\n', 'ro': 'Alo.'}"
"{'en': 'Yellow.\n', 'ro': 'Alo.'}"
"{'en': 'You?', 'ro': '-Tu?'}"
"{'en': 'You?\n', 'ro': '-Tu?'}"
"{'en': 'You?\n', 'ro': '-Tu?'}"
"{'en': 'Sabbione?', 'ro': 'Sabbione?'}"
"{'en': 'Sabbione?\n', 'ro': 'Sabbione?'}"
"{'en': 'Sabbione?\n', 'ro': 'Sabbione?'}"
"{'en': ""Oh... that's not true."", 'ro': 'Oh...'}"
"{'en': 'Oh...\n', 'ro': 'Oh...'}"
"{'en': 'Oh...\n', 'ro': 'Oh...'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': ""It's Scott!"", 'ro': 'Scott!'}"
"{'en': 'Scott!\n', 'ro': 'Scott!'}"
"{'en': 'Scott!\n', 'ro': 'Scott!'}"
"{'en': 'Wait!', 'ro': 'Aşteaptă!'}"
"{'en': 'Wait!\n', 'ro': 'Aşteaptă!'}"
"{'en': 'Wait!\n', 'ro': 'Aşteaptă!'}"
"{'en': 'Oh, right.', 'ro': 'Oh.'}"
"{'en': 'Oh.\n', 'ro': 'Oh.'}"
"{'en': 'Oh.\n', 'ro': 'Oh.'}"
"{'en': 'Not at all.', 'ro': 'Cu greu.'}"
"{'en': 'Hardly.\n', 'ro': 'Cu greu.'}"
"{'en': 'Hardly.\n', 'ro': 'Cu greu.'}"
"{'en': 'Yes.', 'ro': '- Nu. Bine.'}"
"{'en': 'Right.\n', 'ro': '- Nu. Bine.'}"
"{'en': 'Right.\n', 'ro': '- Nu. Bine.'}"
"{'en': 'Hello!', 'ro': 'Hei!'}"
"{'en': 'Hey!\n', 'ro': 'Hei!'}"
"{'en': 'Hey!\n', 'ro': 'Hei!'}"
"{'en': ""What's this?"", 'ro': 'Huh!'}"
"{'en': 'Huh!\n', 'ro': 'Huh!'}"
"{'en': 'Huh!\n', 'ro': 'Huh!'}"
"{'en': 'Oh, my God!', 'ro': 'Nu !'}"
"{'en': 'No!\n', 'ro': 'Nu !'}"
"{'en': 'No!\n', 'ro': 'Nu !'}"
"{'en': 'Oh, my God.', 'ro': 'Nu. Nu?'}"
"{'en': 'No.\n', 'ro': 'Nu. Nu?'}"
"{'en': 'No.\n', 'ro': 'Nu. Nu?'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'OK.\n', 'ro': 'Bine.'}"
"{'en': 'OK.\n', 'ro': 'Bine.'}"
"{'en': 'Remarkable.', 'ro': 'Remarcabil.'}"
"{'en': 'Remarkable.\n', 'ro': 'Remarcabil.'}"
"{'en': 'Remarkable.\n', 'ro': 'Remarcabil.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': ""I'm sorry."", 'ro': 'Scuze!'}"
"{'en': 'Sorry.\n', 'ro': 'Scuze!'}"
"{'en': 'Sorry.\n', 'ro': 'Scuze!'}"
"{'en': 'Exactly.', 'ro': 'Exact.'}"
"{'en': 'Exactly.\n', 'ro': 'Exact.'}"
"{'en': 'Exactly.\n', 'ro': 'Exact.'}"
"{'en': 'Uh...', 'ro': 'A ...'}"
"{'en': 'Um...\n', 'ro': 'A ...'}"
"{'en': 'Um...\n', 'ro': 'A ...'}"
"{'en': 'Blimey!', 'ro': 'Mai să fie!'}"
"{'en': 'Blimey!\n', 'ro': 'Mai să fie!'}"
"{'en': 'Blimey!\n', 'ro': 'Mai să fie!'}"
"{'en': 'All right.', 'ro': '- La revedere !'}"
"{'en': 'Okay.\n', 'ro': '- La revedere !'}"
"{'en': 'Okay.\n', 'ro': '- La revedere !'}"
"{'en': 'Easy.', 'ro': 'Ai grijă.'}"
"{'en': 'Careful.\n', 'ro': 'Ai grijă.'}"
"{'en': 'Careful.\n', 'ro': 'Ai grijă.'}"
"{'en': 'Lita!', 'ro': 'Lita !'}"
"{'en': 'Lita!\n', 'ro': 'Lita !'}"
"{'en': 'Lita!\n', 'ro': 'Lita !'}"
"{'en': 'Already?', 'ro': 'Deja?'}"
"{'en': 'Already?\n', 'ro': 'Deja?'}"
"{'en': 'Already?\n', 'ro': 'Deja?'}"
"{'en': 'Well...', 'ro': 'Ei bine ...'}"
"{'en': 'Well...\n', 'ro': 'Ei bine ...'}"
"{'en': 'Well...\n', 'ro': 'Ei bine ...'}"
"{'en': 'Look.', 'ro': 'Uite.'}"
"{'en': 'Look.\n', 'ro': 'Uite.'}"
"{'en': 'Look.\n', 'ro': 'Uite.'}"
"{'en': 'Maybe.', 'ro': 'Poate.'}"
"{'en': 'Maybe.\n', 'ro': 'Poate.'}"
"{'en': 'Maybe.\n', 'ro': 'Poate.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Surprisingly.', 'ro': '- Surprinzător.'}"
"{'en': 'Surprisingly.\n', 'ro': '- Surprinzător.'}"
"{'en': 'Surprisingly.\n', 'ro': '- Surprinzător.'}"
"{'en': 'Well?', 'ro': 'Asa de?'}"
"{'en': 'So?\n', 'ro': 'Asa de?'}"
"{'en': 'So?\n', 'ro': 'Asa de?'}"
"{'en': 'Move.', 'ro': 'Mişcarea.'}"
"{'en': 'Move.\n', 'ro': 'Mişcarea.'}"
"{'en': 'Move.\n', 'ro': 'Mişcarea.'}"
"{'en': 'What?', 'ro': 'Huh?'}"
"{'en': 'Huh?\n', 'ro': 'Huh?'}"
"{'en': 'Huh?\n', 'ro': 'Huh?'}"
"{'en': ""It's Ria!"", 'ro': 'Ria!'}"
"{'en': 'Ria!\n', 'ro': 'Ria!'}"
"{'en': 'Ria!\n', 'ro': 'Ria!'}"
"{'en': ""I'm sorry."", 'ro': 'Scuze.'}"
"{'en': 'Sorry.\n', 'ro': 'Scuze.'}"
"{'en': 'Sorry.\n', 'ro': 'Scuze.'}"
"{'en': 'Chief?', 'ro': 'Sefule?'}"
"{'en': 'Chief?\n', 'ro': 'Sefule?'}"
"{'en': 'Chief?\n', 'ro': 'Sefule?'}"
"{'en': 'Dead.', 'ro': 'Mort.'}"
"{'en': 'Dead.\n', 'ro': 'Mort.'}"
"{'en': 'Dead.\n', 'ro': 'Mort.'}"
"{'en': 'Tea.', 'ro': 'Ceai.'}"
"{'en': 'Tea.\n', 'ro': 'Ceai.'}"
"{'en': 'Tea.\n', 'ro': 'Ceai.'}"
"{'en': 'Baby.', 'ro': 'Scumpo.'}"
"{'en': 'Baby.\n', 'ro': 'Scumpo.'}"
"{'en': 'Baby.\n', 'ro': 'Scumpo.'}"
"{'en': 'Goodbye!', 'ro': 'Pe curând !'}"
"{'en': 'Bye!\n', 'ro': 'Pe curând !'}"
"{'en': 'Bye!\n', 'ro': 'Pe curând !'}"
"{'en': 'Maybe.', 'ro': 'Poate.'}"
"{'en': 'Maybe.\n', 'ro': 'Poate.'}"
"{'en': 'Maybe.\n', 'ro': 'Poate.'}"
"{'en': 'Oh, my God!', 'ro': 'Iisuse!'}"
"{'en': 'Christ!\n', 'ro': 'Iisuse!'}"
"{'en': 'Christ!\n', 'ro': 'Iisuse!'}"
"{'en': 'Yes!', 'ro': 'Aşa este!'}"
"{'en': 'Yes!\n', 'ro': 'Aşa este!'}"
"{'en': 'Yes!\n', 'ro': 'Aşa este!'}"
"{'en': 'Doctor?', 'ro': 'Doc?'}"
"{'en': 'Doc?\n', 'ro': 'Doc?'}"
"{'en': 'Doc?\n', 'ro': 'Doc?'}"
"{'en': 'Really.', 'ro': 'Adevărat.'}"
"{'en': 'Truly.\n', 'ro': 'Adevărat.'}"
"{'en': 'Truly.\n', 'ro': 'Adevărat.'}"
"{'en': ""It's Brad!"", 'ro': 'Brad!'}"
"{'en': 'Brad!\n', 'ro': 'Brad!'}"
"{'en': 'Brad!\n', 'ro': 'Brad!'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Ok.\n', 'ro': 'Bine.'}"
"{'en': 'Ok.\n', 'ro': 'Bine.'}"
"{'en': ""It's Shannon."", 'ro': '- Shannon! N-ai să scapi aşa uşor!'}"
"{'en': 'Shannon.\n', 'ro': '- Shannon! N-ai să scapi aşa uşor!'}"
"{'en': 'Shannon.\n', 'ro': '- Shannon! N-ai să scapi aşa uşor!'}"
"{'en': 'Oh, my God!', 'ro': 'Whoo!'}"
"{'en': 'Whoo!\n', 'ro': 'Whoo!'}"
"{'en': 'Whoo!\n', 'ro': 'Whoo!'}"
"{'en': 'What?', 'ro': 'Ce ?'}"
"{'en': 'What?\n', 'ro': 'Ce ?'}"
"{'en': 'What?\n', 'ro': 'Ce ?'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'What?', 'ro': '-Ce?'}"
"{'en': 'What?\n', 'ro': '-Ce?'}"
