translation
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': 'Huge'}"
"{'af': ""GNOME is 'n Vrye, bruikbare, stabiele, toeganklike werkareaomgewing vir die Unix-agtige familie van bedryfstelsels."", 'en': 'GNOME is a Free, usable, stable, accessible : desktop environment for the Unix-like family of operating systems.'}"
"{'af': ""GNOME is 'n Vrye, bruikbare, stabiele, toeganklike werkareaomgewing vir die Unix-agtige familie van bedryfstelsels."", 'en': 'GNOME is a Free, usable, stable, accessible desktop environment for the Unix-like family of operating systems.'}"
"{'af': 'Onbekende fout. Verwys na die gedetailleerde verslag en rapporteer in u verspreiding se webwerf.', 'en': 'Unknown error. Please ? refer to the detailed report and report in your distribution bug tracker.'}"
"{'af': 'Onbekende fout. Verwys na die gedetailleerde verslag en rapporteer in u verspreiding se webwerf.', 'en': '? Unknown error. Please refer to the detailed report and report in your distribution bug tracker.'}"
"{'af': 'Onbekende fout. Verwys na die gedetailleerde verslag en rapporteer in u verspreiding se webwerf.', 'en': 'Unknown error. Please ? refer : to the detailed ? report and report in ! your distribution ! bug tracker.'}"
"{'af': 'Onbekende fout. Verwys na die gedetailleerde verslag en rapporteer in u verspreiding se webwerf.', 'en': 'Unknown error. Please refer to the detailed report and report in your distribution bug tracker.'}"
"{'af': 'Na Klipbord', 'en': '? To Clipboard'}"
"{'af': 'Na Klipbord', 'en': 'To ; Clipboard'}"
"{'af': 'Na Klipbord', 'en': 'To . Clipboard'}"
"{'af': 'Na Klipbord', 'en': 'To Clipboard'}"
"{'af': 'Bravo!', 'en': ': Bravo!'}"
"{'af': 'Bravo!', 'en': ', Bravo!'}"
"{'af': 'Bravo!', 'en': '! Bravo!'}"
"{'af': 'Bravo!', 'en': 'Bravo!'}"
"{'af': 'Verwyderbare media', 'en': ': Removable Media'}"
"{'af': 'Verwyderbare media', 'en': '. Removable Media'}"
"{'af': 'Verwyderbare media', 'en': ', Removable Media'}"
"{'af': 'Verwyderbare media', 'en': 'Removable Media'}"
"{'af': '@ label: listbox KDE distribution method', 'en': 'Error: Invalid username : or ; password'}"
"{'af': '@ label: listbox KDE distribution method', 'en': 'Error: , Invalid : username or password'}"
"{'af': '@ label: listbox KDE distribution method', 'en': 'Error: Invalid username or ; password'}"
"{'af': '@ label: listbox KDE distribution method', 'en': 'Error: Invalid username or password'}"
"{'af': ""Kopieer gekose kontakte na 'n ander gids"", 'en': 'Copy : selected : contacts ! to another address book'}"
"{'af': ""Kopieer gekose kontakte na 'n ander gids"", 'en': 'Copy selected contacts . to , another address book'}"
"{'af': ""Kopieer gekose kontakte na 'n ander gids"", 'en': 'Copy ? selected , contacts ? to another address book'}"
"{'af': ""Kopieer gekose kontakte na 'n ander gids"", 'en': 'Copy selected contacts to another address book'}"
"{'af': 'T/A-fout', 'en': '. I/O error'}"
"{'af': 'T/A-fout', 'en': ', I/O error'}"
"{'af': 'T/A-fout', 'en': '; I/O error'}"
"{'af': 'T/A-fout', 'en': 'I/O error'}"
"{'af': 'Publisering', 'en': '; Publishing'}"
"{'af': 'Publisering', 'en': '! Publishing'}"
"{'af': 'Publisering', 'en': '; Publishing'}"
"{'af': 'Publisering', 'en': 'Publishing'}"
"{'af': 'Laat me u voorstelle aan Perry Davidson, bestuurder van CityLine Oil en hul adviseur, Brett Creevy.', 'en': 'Let me ; introduce , you to Perry Davidson, CEO ; of CityLine Oil, and . their lead counsel, Brett Creevy.'}"
"{'af': 'Laat me u voorstelle aan Perry Davidson, bestuurder van CityLine Oil en hul adviseur, Brett Creevy.', 'en': 'Let me introduce ? you ? to Perry , Davidson, CEO of CityLine : Oil, and their : lead counsel, Brett : Creevy.'}"
"{'af': 'Laat me u voorstelle aan Perry Davidson, bestuurder van CityLine Oil en hul adviseur, Brett Creevy.', 'en': '; Let me introduce ! you to , Perry Davidson, CEO of CityLine Oil, and : their lead counsel, Brett Creevy.'}"
"{'af': 'Laat me u voorstelle aan Perry Davidson, bestuurder van CityLine Oil en hul adviseur, Brett Creevy.', 'en': 'Let me introduce you to Perry Davidson, CEO of CityLine Oil, and their lead counsel, Brett Creevy.'}"
"{'af': 'Anja, gaan asseblief weg.', 'en': '; - Please go, Anja.'}"
"{'af': 'Anja, gaan asseblief weg.', 'en': '- Please : go, . Anja.'}"
"{'af': 'Anja, gaan asseblief weg.', 'en': '- : Please go, , Anja.'}"
"{'af': 'Anja, gaan asseblief weg.', 'en': '- Please go, Anja.'}"
"{'af': 'Flenterargief', 'en': ': Snippets archive'}"
"{'af': 'Flenterargief', 'en': 'Snippets ; archive'}"
"{'af': 'Flenterargief', 'en': 'Snippets , archive'}"
"{'af': 'Flenterargief', 'en': 'Snippets archive'}"
"{'af': 'Stoor Huidige Kleure...', 'en': 'Current ! Colors'}"
"{'af': 'Stoor Huidige Kleure...', 'en': 'Current ? Colors'}"
"{'af': 'Stoor Huidige Kleure...', 'en': ': Current Colors'}"
"{'af': 'Stoor Huidige Kleure...', 'en': 'Current Colors'}"
"{'af': 'Swart toring op %1$s neem wit loper op %2$s', 'en': 'Black rook at %1$s takes the white bishop ! at %2$s'}"
"{'af': 'Swart toring op %1$s neem wit loper op %2$s', 'en': '; Black : rook at %1$s takes the white bishop . at %2$s'}"
"{'af': 'Swart toring op %1$s neem wit loper op %2$s', 'en': 'Black rook at %1$s takes the ! white bishop ; at ? %2$s'}"
"{'af': 'Swart toring op %1$s neem wit loper op %2$s', 'en': 'Black rook at %1$s takes the white bishop at %2$s'}"
"{'af': 'Voorgrondkleur, rooi komponent', 'en': '! Foreground color, , red component'}"
"{'af': 'Voorgrondkleur, rooi komponent', 'en': ': Foreground color, red component'}"
"{'af': 'Voorgrondkleur, rooi komponent', 'en': 'Foreground . color, ? red component'}"
"{'af': 'Voorgrondkleur, rooi komponent', 'en': 'Foreground color, red component'}"
"{'af': 'Vader!', 'en': '! Father!'}"
"{'af': 'Vader!', 'en': '? Father!'}"
"{'af': 'Vader!', 'en': '; Father!'}"
"{'af': 'Vader!', 'en': 'Father!'}"
"{'af': 'Name=Maatjie Aan- lyn', 'en': 'Name=Buddy ; Online'}"
"{'af': 'Name=Maatjie Aan- lyn', 'en': 'Name=Buddy , Online'}"
"{'af': 'Name=Maatjie Aan- lyn', 'en': 'Name=Buddy ? Online'}"
"{'af': 'Name=Maatjie Aan- lyn', 'en': 'Name=Buddy Online'}"
"{'af': 'Skuins teks', 'en': '; Italic text'}"
"{'af': 'Skuins teks', 'en': 'Italic ; text'}"
"{'af': 'Skuins teks', 'en': '! Italic text'}"
"{'af': 'Skuins teks', 'en': 'Italic text'}"
"{'af': 'Kon nie stel Kleur SkemaImage/ info menu item ( should be translated )', 'en': 'image_url . . dat'}"
"{'af': 'Kon nie stel Kleur SkemaImage/ info menu item ( should be translated )', 'en': '; image_url . dat'}"
"{'af': 'Kon nie stel Kleur SkemaImage/ info menu item ( should be translated )', 'en': 'image_url ? . dat'}"
"{'af': 'Kon nie stel Kleur SkemaImage/ info menu item ( should be translated )', 'en': 'image_url . dat'}"
"{'af': 'Uri', 'en': '. URI'}"
"{'af': 'Uri', 'en': '? URI'}"
"{'af': 'Uri', 'en': '! URI'}"
"{'af': 'Uri', 'en': 'URI'}"
"{'af': 'U is die vrou van Philippe de Nevers en Aurore is julle kind', 'en': 'You are the wife : of Philippe de ? Nevers before God, , and Aurore is ! your , child.'}"
"{'af': 'U is die vrou van Philippe de Nevers en Aurore is julle kind', 'en': 'You are ; the wife of Philippe de Nevers before ! God, and Aurore is your child.'}"
"{'af': 'U is die vrou van Philippe de Nevers en Aurore is julle kind', 'en': 'You ; are the wife of ! Philippe de Nevers before God, and Aurore is ; your child.'}"
"{'af': 'U is die vrou van Philippe de Nevers en Aurore is julle kind', 'en': 'You are the wife of Philippe de Nevers before God, and Aurore is your child.'}"
"{'af': 'Debconf', 'en': '. Debconf'}"
"{'af': 'Debconf', 'en': '; Debconf'}"
"{'af': 'Debconf', 'en': '! Debconf'}"
"{'af': 'Debconf', 'en': 'Debconf'}"
"{'af': 'Thesaurus ProgramComment', 'en': 'Default paint ! operations'}"
"{'af': 'Thesaurus ProgramComment', 'en': '? Default paint operations'}"
"{'af': 'Thesaurus ProgramComment', 'en': ': Default paint operations'}"
"{'af': 'Thesaurus ProgramComment', 'en': 'Default paint operations'}"
"{'af': 'Volgende >', 'en': '? & Next >'}"
"{'af': 'Volgende >', 'en': '& . Next >'}"
"{'af': 'Volgende >', 'en': '& ; Next >'}"
"{'af': 'Volgende >', 'en': '& Next >'}"
"{'af': 'Maak wat komberse nat.', 'en': '. Wet some blankets.'}"
"{'af': 'Maak wat komberse nat.', 'en': '! Wet some blankets.'}"
"{'af': 'Maak wat komberse nat.', 'en': 'Wet : some blankets.'}"
"{'af': 'Maak wat komberse nat.', 'en': 'Wet some blankets.'}"
"{'af': 'Sleuteldruk om links te skuif.', 'en': 'The key used to . move south.'}"
"{'af': 'Sleuteldruk om links te skuif.', 'en': 'The . key used to move south.'}"
"{'af': 'Sleuteldruk om links te skuif.', 'en': 'The key used to : move : south.'}"
"{'af': 'Sleuteldruk om links te skuif.', 'en': 'The key used to move south.'}"
"{'af': 'Rekenaarhorlosie', 'en': '? Computer Clock'}"
"{'af': 'Rekenaarhorlosie', 'en': 'Computer ? Clock'}"
"{'af': 'Rekenaarhorlosie', 'en': '. Computer Clock'}"
"{'af': 'Rekenaarhorlosie', 'en': 'Computer Clock'}"
"{'af': 'Pas telling aan', 'en': 'Adjust ; Score'}"
"{'af': 'Pas telling aan', 'en': '; Adjust Score'}"
"{'af': 'Pas telling aan', 'en': '; Adjust Score'}"
"{'af': 'Pas telling aan', 'en': 'Adjust Score'}"
"{'af': 'Oorspronklike outeur', 'en': ', Original author'}"
"{'af': 'Oorspronklike outeur', 'en': 'Original . author'}"
"{'af': 'Oorspronklike outeur', 'en': ': Original author'}"
"{'af': 'Oorspronklike outeur', 'en': 'Original author'}"
"{'af': ""Neem veelvoudige foto's"", 'en': 'Take multiple photos using . a ; webcam'}"
"{'af': ""Neem veelvoudige foto's"", 'en': 'Take multiple photos ? using ; a webcam'}"
"{'af': ""Neem veelvoudige foto's"", 'en': 'Take multiple , photos ! using a webcam'}"
"{'af': ""Neem veelvoudige foto's"", 'en': 'Take multiple photos using a webcam'}"
"{'af': 'Show Detailed Information Dialog', 'en': '! Compute Angular Distance]'}"
"{'af': 'Show Detailed Information Dialog', 'en': 'Compute Angular ! Distance]'}"
"{'af': 'Show Detailed Information Dialog', 'en': 'Compute , Angular Distance]'}"
"{'af': 'Show Detailed Information Dialog', 'en': 'Compute Angular Distance]'}"
"{'af': 'Ek sal in Denemarke wag', 'en': ""I'll be waiting for you in , Denmark.""}"
"{'af': 'Ek sal in Denemarke wag', 'en': ""I'll : be waiting , for you . in Denmark.""}"
"{'af': 'Ek sal in Denemarke wag', 'en': ""! I'll be waiting for you in Denmark.""}"
"{'af': 'Ek sal in Denemarke wag', 'en': ""I'll be waiting for you in Denmark.""}"
"{'af': ""3's [totaal van dries]"", 'en': '; 3s [total of ! 3s]'}"
"{'af': ""3's [totaal van dries]"", 'en': '. 3s [total of 3s]'}"
"{'af': ""3's [totaal van dries]"", 'en': '; 3s [total of : 3s]'}"
"{'af': ""3's [totaal van dries]"", 'en': '3s [total of 3s]'}"
"{'af': 'Die grootte van die speelrooster', 'en': '; The size of , the playing grid'}"
"{'af': 'Die grootte van die speelrooster', 'en': '? The size of the playing grid'}"
"{'af': 'Die grootte van die speelrooster', 'en': 'The , size of , the playing grid'}"
"{'af': 'Die grootte van die speelrooster', 'en': 'The size of the playing grid'}"
"{'af': 'Maksimum indirekte w_agtyd:', 'en': 'Maximum ? indirect ? w_ait time:'}"
"{'af': 'Maksimum indirekte w_agtyd:', 'en': 'Maximum indirect ? w_ait time:'}"
"{'af': 'Maksimum indirekte w_agtyd:', 'en': 'Maximum . indirect ; w_ait time:'}"
"{'af': 'Maksimum indirekte w_agtyd:', 'en': 'Maximum indirect w_ait time:'}"
"{'af': 'Begin met die hierdie Kontact module', 'en': 'Start with a specific Kontact . module'}"
"{'af': 'Begin met die hierdie Kontact module', 'en': 'Start with ! a ! specific Kontact module'}"
"{'af': 'Begin met die hierdie Kontact module', 'en': 'Start with a ! specific Kontact module'}"
"{'af': 'Begin met die hierdie Kontact module', 'en': 'Start with a specific Kontact module'}"
"{'af': ""Ek wil nie dat my kind met 'n vrou soos jy omgaan nie!"", 'en': ""I don't ? want : my kid ? mixing with a woman like you!""}"
"{'af': ""Ek wil nie dat my kind met 'n vrou soos jy omgaan nie!"", 'en': ""I don't want my kid ! mixing with a woman like you!""}"
"{'af': ""Ek wil nie dat my kind met 'n vrou soos jy omgaan nie!"", 'en': ""I don't ? want my kid mixing with a woman like you!""}"
"{'af': ""Ek wil nie dat my kind met 'n vrou soos jy omgaan nie!"", 'en': ""I don't want my kid mixing with a woman like you!""}"
"{'af': 'Sluit die program af', 'en': '. Quit the program'}"
"{'af': 'Sluit die program af', 'en': 'Quit : the program'}"
"{'af': 'Sluit die program af', 'en': 'Quit the . program'}"
"{'af': 'Sluit die program af', 'en': 'Quit the program'}"
"{'af': 'Aanbieding', 'en': '; Orientation:'}"
"{'af': 'Aanbieding', 'en': '! Orientation:'}"
"{'af': 'Aanbieding', 'en': '; Orientation:'}"
"{'af': 'Aanbieding', 'en': 'Orientation:'}"
"{'af': 'Dis die enigste wat ek kan doen', 'en': ""It's ! the only thing I can do.""}"
"{'af': 'Dis die enigste wat ek kan doen', 'en': ""It's the only , thing ? I can do.""}"
"{'af': 'Dis die enigste wat ek kan doen', 'en': ""It's : the only thing I can do.""}"
"{'af': 'Dis die enigste wat ek kan doen', 'en': ""It's the only thing I can do.""}"
"{'af': '48. Hierdie Hoofstuk is net op uitsaaidienslisensiehouers van toepassing.', 'en': '48. , This ; chapter applies only to broadcasting service licensees.'}"
"{'af': '48. Hierdie Hoofstuk is net op uitsaaidienslisensiehouers van toepassing.', 'en': '48. This chapter applies only to : broadcasting service licensees.'}"
"{'af': '48. Hierdie Hoofstuk is net op uitsaaidienslisensiehouers van toepassing.', 'en': '; 48. This chapter : applies only to ; broadcasting service licensees.'}"
"{'af': '48. Hierdie Hoofstuk is net op uitsaaidienslisensiehouers van toepassing.', 'en': '48. This chapter applies only to broadcasting service licensees.'}"
"{'af': 'Memo - %s', 'en': 'Memo - . %s'}"
"{'af': 'Memo - %s', 'en': '? Memo - %s'}"
"{'af': 'Memo - %s', 'en': 'Memo - , %s'}"
"{'af': 'Memo - %s', 'en': 'Memo - %s'}"
"{'af': 'Skryf', 'en': '? Write Into'}"
"{'af': 'Skryf', 'en': '. Write Into'}"
"{'af': 'Skryf', 'en': '? Write Into'}"
"{'af': 'Skryf', 'en': 'Write Into'}"
"{'af': 'Die sessie kon nie ingevoer word nie.', 'en': 'The session could ? not be . imported.'}"
"{'af': 'Die sessie kon nie ingevoer word nie.', 'en': 'The , session could not be imported.'}"
"{'af': 'Die sessie kon nie ingevoer word nie.', 'en': '! The . session could not be imported.'}"
"{'af': 'Die sessie kon nie ingevoer word nie.', 'en': 'The session could not be imported.'}"
"{'af': 'Opstapel', 'en': '! Pileon'}"
"{'af': 'Opstapel', 'en': '; Pileon'}"
"{'af': 'Opstapel', 'en': '. Pileon'}"
"{'af': 'Opstapel', 'en': 'Pileon'}"
"{'af': '_Aktiveer klanke', 'en': '! _Enable sounds'}"
"{'af': '_Aktiveer klanke', 'en': '_Enable ; sounds'}"
"{'af': '_Aktiveer klanke', 'en': '. _Enable sounds'}"
"{'af': '_Aktiveer klanke', 'en': '_Enable sounds'}"
"{'af': ""Sy het 'n paspoort om vir ons te werk, nie om haar besig te hou met wetenskaplike snert nie!"", 'en': 'She got a passport to work for us, ; not : to : fuck around : with scientific nonsense.'}"
"{'af': ""Sy het 'n paspoort om vir ons te werk, nie om haar besig te hou met wetenskaplike snert nie!"", 'en': 'She . got a passport to work for us, not , to fuck around with scientific nonsense.'}"
"{'af': ""Sy het 'n paspoort om vir ons te werk, nie om haar besig te hou met wetenskaplike snert nie!"", 'en': 'She ; got a passport to work for us, not to fuck around with scientific , nonsense.'}"
"{'af': ""Sy het 'n paspoort om vir ons te werk, nie om haar besig te hou met wetenskaplike snert nie!"", 'en': 'She got a passport to work for us, not to fuck around with scientific nonsense.'}"
"{'af': 'Huidige tyd:', 'en': 'Current . Time:'}"
"{'af': 'Huidige tyd:', 'en': 'Current ! Time:'}"
"{'af': 'Huidige tyd:', 'en': 'Current ; Time:'}"
"{'af': 'Huidige tyd:', 'en': 'Current Time:'}"
"{'af': 'B0 (Iso)', 'en': 'B0 . (ISO)'}"
"{'af': 'B0 (Iso)', 'en': '! B0 (ISO)'}"
"{'af': 'B0 (Iso)', 'en': 'B0 . (ISO)'}"
"{'af': 'B0 (Iso)', 'en': 'B0 (ISO)'}"
"{'af': 'Dat hulle eindelik sal stop om my seun te treiter en sy lewe... ekskuus, maar dis waar... sy lewe so onmoontlik maak', 'en': ""That : they'd . finally stop tormenting my son and making his life... sorry, but it's true... making ? his ; life so impossible.""}"
"{'af': 'Dat hulle eindelik sal stop om my seun te treiter en sy lewe... ekskuus, maar dis waar... sy lewe so onmoontlik maak', 'en': ""That they'd finally stop tormenting my ! son . and making his life... : sorry, but it's true... making his life so impossible.""}"
"{'af': 'Dat hulle eindelik sal stop om my seun te treiter en sy lewe... ekskuus, maar dis waar... sy lewe so onmoontlik maak', 'en': "". That they'd . finally , stop tormenting ; my son and making his life... sorry, but ; it's . true... making his life so impossible.""}"
"{'af': 'Dat hulle eindelik sal stop om my seun te treiter en sy lewe... ekskuus, maar dis waar... sy lewe so onmoontlik maak', 'en': ""That they'd finally stop tormenting my son and making his life... sorry, but it's true... making his life so impossible.""}"
"{'af': 'Haai', 'en': '! Shark'}"
"{'af': 'Haai', 'en': ': Shark'}"
"{'af': 'Haai', 'en': ': Shark'}"
"{'af': 'Haai', 'en': 'Shark'}"
"{'af': 'Globale Kortpaaie vir mees operasiesName', 'en': '. Global shortcuts for most , operations'}"
"{'af': 'Globale Kortpaaie vir mees operasiesName', 'en': 'Global : shortcuts for most ? operations'}"
"{'af': 'Globale Kortpaaie vir mees operasiesName', 'en': 'Global shortcuts for ? most operations'}"
"{'af': 'Globale Kortpaaie vir mees operasiesName', 'en': 'Global shortcuts for most operations'}"
"{'af': 'Die verlangde geënkodeerde lêer kon nie wees geskep. Asseblief bevestig jou lêer gids soeklys opsie. Die wav lêer het al verwyder.', 'en': 'The encoder ? exited with a error. Please check that . the file was ! created. : Do you want ! to see the full encoder , output?'}"
"{'af': 'Die verlangde geënkodeerde lêer kon nie wees geskep. Asseblief bevestig jou lêer gids soeklys opsie. Die wav lêer het al verwyder.', 'en': 'The encoder exited . with ! a error. Please check that the file was created. Do you want to see the full encoder output?'}"
"{'af': 'Die verlangde geënkodeerde lêer kon nie wees geskep. Asseblief bevestig jou lêer gids soeklys opsie. Die wav lêer het al verwyder.', 'en': 'The encoder exited with ! a error. Please check that the file was created. : Do you want , to see the full encoder output?'}"
"{'af': 'Die verlangde geënkodeerde lêer kon nie wees geskep. Asseblief bevestig jou lêer gids soeklys opsie. Die wav lêer het al verwyder.', 'en': 'The encoder exited with a error. Please check that the file was created. Do you want to see the full encoder output?'}"
"{'af': 'Konteks Hulp ...', 'en': '; Save Selection to Local Template File . ...'}"
"{'af': 'Konteks Hulp ...', 'en': 'Save ; Selection to Local ! Template File , ...'}"
"{'af': 'Konteks Hulp ...', 'en': ', Save ! Selection to ? Local Template File ...'}"
"{'af': 'Konteks Hulp ...', 'en': 'Save Selection to Local Template File ...'}"
"{'af': 'Stel die toepassing op', 'en': 'Configure the ? application'}"
"{'af': 'Stel die toepassing op', 'en': '! Configure the application'}"
"{'af': 'Stel die toepassing op', 'en': 'Configure the ? application'}"
"{'af': 'Stel die toepassing op', 'en': 'Configure the application'}"
"{'af': ""Honderde mense het op die Muur geklim om oor te kyk. Omring deur kameras en die media poog 'n.."", 'en': ""Surrounded by cameramen and . journalists : an officer ; of the , National People's Army is trying to clear the crowds.""}"
