translation
"{'en': 'GNOME', 'cy': 'GNOME'}"
"{'en': 'Cleopatra', 'cy': 'Cleopatra'}"
"{'en': 'Cleopatra\n', 'cy': 'Cleopatra'}"
"{'en': 'Cleopatra\n', 'cy': 'Cleopatra'}"
"{'en': 'Cuernavaca', 'cy': 'Cuernavaca'}"
"{'en': 'Cuernavaca\n', 'cy': 'Cuernavaca'}"
"{'en': 'Cuernavaca\n', 'cy': 'Cuernavaca'}"
"{'en': 'Miscellaneous symbols', 'cy': 'Amryw Symbolau'}"
"{'en': 'Miscellaneous Symbols\n', 'cy': 'Amryw Symbolau'}"
"{'en': 'Miscellaneous Symbols\n', 'cy': 'Amryw Symbolau'}"
"{'en': 'From', 'cy': 'Oddi wrth'}"
"{'en': 'From\n', 'cy': 'Oddi wrth'}"
"{'en': 'From\n', 'cy': 'Oddi wrth'}"
"{'en': 'Zagreb', 'cy': 'Zagreb'}"
"{'en': 'Zagreb\n', 'cy': 'Zagreb'}"
"{'en': 'Zagreb\n', 'cy': 'Zagreb'}"
"{'en': 'Leadville', 'cy': 'Leadville'}"
"{'en': 'Leadville\n', 'cy': 'Leadville'}"
"{'en': 'Leadville\n', 'cy': 'Leadville'}"
"{'en': 'Athabasca', 'cy': 'AlabamaCity name (optional, probably does not need a translation)'}"
"{'en': 'Athabasca\n', 'cy': 'AlabamaCity name (optional, probably does not need a translation)'}"
"{'en': 'Athabasca\n', 'cy': 'AlabamaCity name (optional, probably does not need a translation)'}"
"{'en': 'CAPRICORNUS', 'cy': 'CAPRICORNUSConstellation name (optional)'}"
"{'en': 'CAPRICORNUS\n', 'cy': 'CAPRICORNUSConstellation name (optional)'}"
"{'en': 'CAPRICORNUS\n', 'cy': 'CAPRICORNUSConstellation name (optional)'}"
"{'en': 'Hyderabad', 'cy': 'Hyderabad'}"
"{'en': 'Hyderabad\n', 'cy': 'Hyderabad'}"
"{'en': 'Hyderabad\n', 'cy': 'Hyderabad'}"
"{'en': 'Faßberg', 'cy': 'Faßberg'}"
"{'en': 'Faßberg\n', 'cy': 'Faßberg'}"
"{'en': 'Faßberg\n', 'cy': 'Faßberg'}"
"{'en': 'Lytton', 'cy': 'Lytton'}"
"{'en': 'Lytton\n', 'cy': 'Lytton'}"
"{'en': 'Lytton\n', 'cy': 'Lytton'}"
"{'en': 'Termiz', 'cy': 'Termez'}"
"{'en': 'Termiz\n', 'cy': 'Termez'}"
"{'en': 'Termiz\n', 'cy': 'Termez'}"
"{'en': 'Vernal', 'cy': 'Vernal'}"
"{'en': 'Vernal\n', 'cy': 'Vernal'}"
"{'en': 'Vernal\n', 'cy': 'Vernal'}"
"{'en': 'Abū Mūsā', 'cy': 'آغاجاری'}"
"{'en': 'Abū Mūsā\n', 'cy': 'آغاجاری'}"
"{'en': 'Abū Mūsā\n', 'cy': 'آغاجاری'}"
"{'en': 'Vidalia', 'cy': 'Vidalia'}"
"{'en': 'Vidalia\n', 'cy': 'Vidalia'}"
"{'en': 'Vidalia\n', 'cy': 'Vidalia'}"
"{'en': 'Yellow', 'cy': 'Melyn'}"
"{'en': 'Yellow\n', 'cy': 'Melyn'}"
"{'en': 'Yellow\n', 'cy': 'Melyn'}"
"{'en': 'Group of players', 'cy': 'Grŵp Chwaraewr'}"
"{'en': 'Player Group\n', 'cy': 'Grŵp Chwaraewr'}"
"{'en': 'Player Group\n', 'cy': 'Grŵp Chwaraewr'}"
"{'en': 'of the', 'cy': 'o'}"
"{'en': 'of\n', 'cy': 'o'}"
"{'en': 'of\n', 'cy': 'o'}"
"{'en': 'CurlCorrectionAfterFinal', 'cy': 'CywiroCrychuArÔlTerfynol'}"
"{'en': 'CurlCorrectionAfterFinal\n', 'cy': 'CywiroCrychuArÔlTerfynol'}"
"{'en': 'CurlCorrectionAfterFinal\n', 'cy': 'CywiroCrychuArÔlTerfynol'}"
"{'en': 'Cleaning', 'cy': 'Yn glanhau'}"
"{'en': 'Cleaning up\n', 'cy': 'Yn glanhau'}"
"{'en': 'Cleaning up\n', 'cy': 'Yn glanhau'}"
"{'en': 'Klaipė da', 'cy': 'KalapanaCity in Lithuania'}"
"{'en': 'Klaipė da\n', 'cy': 'KalapanaCity in Lithuania'}"
"{'en': 'Klaipė da\n', 'cy': 'KalapanaCity in Lithuania'}"
"{'en': 'Heading', 'cy': 'Pennynvertical-align'}"
"{'en': 'Heading\n', 'cy': 'Pennynvertical-align'}"
"{'en': 'Heading\n', 'cy': 'Pennynvertical-align'}"
"{'en': 'Text file', 'cy': 'Ffeil Destun'}"
"{'en': 'Text File\n', 'cy': 'Ffeil Destun'}"
"{'en': 'Text File\n', 'cy': 'Ffeil Destun'}"
"{'en': 'Petawawa', 'cy': 'Petawawa'}"
"{'en': 'Petawawa\n', 'cy': 'Petawawa'}"
"{'en': 'Petawawa\n', 'cy': 'Petawawa'}"
"{'en': 'Transferred', 'cy': ""Wedi'i Anfon Ymlaen""}"
"{'en': 'Forwarded\n', 'cy': ""Wedi'i Anfon Ymlaen""}"
"{'en': 'Forwarded\n', 'cy': ""Wedi'i Anfon Ymlaen""}"
"{'en': 'Bredeck', 'cy': 'Frederick'}"
"{'en': 'Bredeck\n', 'cy': 'Frederick'}"
"{'en': 'Bredeck\n', 'cy': 'Frederick'}"
"{'en': 'UNIX regime', 'cy': 'Cynllun UNIXName'}"
"{'en': 'UNIX Scheme\n', 'cy': 'Cynllun UNIXName'}"
"{'en': 'UNIX Scheme\n', 'cy': 'Cynllun UNIXName'}"
"{'en': 'Terminal', 'cy': 'terfynell'}"
"{'en': 'terminal\n', 'cy': 'terfynell'}"
"{'en': 'terminal\n', 'cy': 'terfynell'}"
"{'en': 'Gore Bay', 'cy': 'Gore Bay'}"
"{'en': 'Gore Bay\n', 'cy': 'Gore Bay'}"
"{'en': 'Gore Bay\n', 'cy': 'Gore Bay'}"
"{'en': 'Erzurum', 'cy': 'Erzurum'}"
"{'en': 'Erzurum\n', 'cy': 'Erzurum'}"
"{'en': 'Erzurum\n', 'cy': 'Erzurum'}"
"{'en': 'Chile', 'cy': ""ChileThe People's Republic of""}"
"{'en': 'Chile\n', 'cy': ""ChileThe People's Republic of""}"
"{'en': 'Chile\n', 'cy': ""ChileThe People's Republic of""}"
"{'en': 'Mali', 'cy': 'Mali'}"
"{'en': 'Mali\n', 'cy': 'Mali'}"
"{'en': 'Mali\n', 'cy': 'Mali'}"
"{'en': 'CONFIGAGILE', 'cy': 'FFEIL_GYFLUNIAD'}"
"{'en': 'CONFIGFILE\n', 'cy': 'FFEIL_GYFLUNIAD'}"
"{'en': 'CONFIGFILE\n', 'cy': 'FFEIL_GYFLUNIAD'}"
"{'en': 'Watch screen preview', 'cy': 'Hoffterau Arbedwr Sgrin'}"
"{'en': 'Screensaver Preview\n', 'cy': 'Hoffterau Arbedwr Sgrin'}"
"{'en': 'Screensaver Preview\n', 'cy': 'Hoffterau Arbedwr Sgrin'}"
"{'en': 'October', 'cy': 'Hydref'}"
"{'en': 'October\n', 'cy': 'Hydref'}"
"{'en': 'October\n', 'cy': 'Hydref'}"
"{'en': 'Somerville', 'cy': 'Somerville'}"
"{'en': 'Somerville\n', 'cy': 'Somerville'}"
"{'en': 'Somerville\n', 'cy': 'Somerville'}"
"{'en': 'Austin', 'cy': 'Austin'}"
"{'en': 'Austin\n', 'cy': 'Austin'}"
"{'en': 'Austin\n', 'cy': 'Austin'}"
"{'en': 'Gardener', 'cy': 'Garden Creek'}"
"{'en': 'Garden Grove\n', 'cy': 'Garden Creek'}"
"{'en': 'Garden Grove\n', 'cy': 'Garden Creek'}"
"{'en': 'Alba Iulia', 'cy': 'Albaniaafrica. kgm'}"
"{'en': 'Alba Iulia\n', 'cy': 'Albaniaafrica. kgm'}"
"{'en': 'Alba Iulia\n', 'cy': 'Albaniaafrica. kgm'}"
"{'en': 'Create', 'cy': 'Creu'}"
"{'en': 'Create\n', 'cy': 'Creu'}"
"{'en': 'Create\n', 'cy': 'Creu'}"
"{'en': 'Mobridge', 'cy': 'Mobridge'}"
"{'en': 'Mobridge\n', 'cy': 'Mobridge'}"
"{'en': 'Mobridge\n', 'cy': 'Mobridge'}"
"{'en': 'Image index', 'cy': 'Gwybodaeth GIFName'}"
"{'en': 'Image Index\n', 'cy': 'Gwybodaeth GIFName'}"
"{'en': 'Image Index\n', 'cy': 'Gwybodaeth GIFName'}"
"{'en': 'Role of the window', 'cy': 'Rôl y Ffenestr'}"
"{'en': 'Window Role\n', 'cy': 'Rôl y Ffenestr'}"
"{'en': 'Window Role\n', 'cy': 'Rôl y Ffenestr'}"
"{'en': 'a', 'cy': 'a'}"
"{'en': 'a\n', 'cy': 'a'}"
"{'en': 'a\n', 'cy': 'a'}"
"{'en': 'Recently used', 'cy': 'Defnyddiwyd yn ddiweddar'}"
"{'en': 'Recently used\n', 'cy': 'Defnyddiwyd yn ddiweddar'}"
"{'en': 'Recently used\n', 'cy': 'Defnyddiwyd yn ddiweddar'}"
"{'en': 'Expire', 'cy': 'Daw i ben ar'}"
"{'en': 'Expires On\n', 'cy': 'Daw i ben ar'}"
"{'en': 'Expires On\n', 'cy': 'Daw i ben ar'}"
"{'en': 'Normal', 'cy': 'Arferol'}"
"{'en': 'Normal\n', 'cy': 'Arferol'}"
"{'en': 'Normal\n', 'cy': 'Arferol'}"
"{'en': 'Kiruna', 'cy': 'Kiruna'}"
"{'en': 'Kiruna\n', 'cy': 'Kiruna'}"
"{'en': 'Kiruna\n', 'cy': 'Kiruna'}"
"{'en': 'Greer', 'cy': 'Greer'}"
"{'en': 'Greer\n', 'cy': 'Greer'}"
"{'en': 'Greer\n', 'cy': 'Greer'}"
"{'en': 'Zanzibar', 'cy': 'Sansibar / KisauniBangkokKrung Thep / กรุงเทพฯ'}"
"{'en': 'Zanzibar\n', 'cy': 'Sansibar / KisauniBangkokKrung Thep / กรุงเทพฯ'}"
"{'en': 'Zanzibar\n', 'cy': 'Sansibar / KisauniBangkokKrung Thep / กรุงเทพฯ'}"
"{'en': 'Field value', 'cy': 'Enw Maes'}"
"{'en': 'Field Value\n', 'cy': 'Enw Maes'}"
"{'en': 'Field Value\n', 'cy': 'Enw Maes'}"
"{'en': 'Large', 'cy': 'Mawr'}"
"{'en': 'Large\n', 'cy': 'Mawr'}"
"{'en': 'Large\n', 'cy': 'Mawr'}"
"{'en': 'Van Nuys', 'cy': 'Van Nuys'}"
"{'en': 'Van Nuys\n', 'cy': 'Van Nuys'}"
"{'en': 'Van Nuys\n', 'cy': 'Van Nuys'}"
"{'en': 'Arabic', 'cy': 'Arabeg'}"
"{'en': 'Arabic\n', 'cy': 'Arabeg'}"
"{'en': 'Arabic\n', 'cy': 'Arabeg'}"
"{'en': 'Town of Nebraska', 'cy': 'Nebraska City'}"
"{'en': 'Nebraska City\n', 'cy': 'Nebraska City'}"
"{'en': 'Nebraska City\n', 'cy': 'Nebraska City'}"
"{'en': 'Exchange Configuration', 'cy': 'Cyfluniad Exchange'}"
"{'en': 'Exchange Configuration\n', 'cy': 'Cyfluniad Exchange'}"
"{'en': 'Exchange Configuration\n', 'cy': 'Cyfluniad Exchange'}"
"{'en': 'Minor', 'cy': 'MoriaName'}"
"{'en': 'Minor\n', 'cy': 'MoriaName'}"
"{'en': 'Minor\n', 'cy': 'MoriaName'}"
"{'en': 'Increase Volume', 'cy': ""Cynyddu' r Lefel Sŵn""}"
"{'en': 'Increase Volume\n', 'cy': ""Cynyddu' r Lefel Sŵn""}"
"{'en': 'Increase Volume\n', 'cy': ""Cynyddu' r Lefel Sŵn""}"
"{'en': 'KDE applications', 'cy': 'Rhaglenni X'}"
"{'en': 'KDE Applications\n', 'cy': 'Rhaglenni X'}"
"{'en': 'KDE Applications\n', 'cy': 'Rhaglenni X'}"
"{'en': 'Decrease in the indent', 'cy': '_Lleihau Mewnoliad'}"
"{'en': 'Decrease Indent\n', 'cy': '_Lleihau Mewnoliad'}"
"{'en': 'Decrease Indent\n', 'cy': '_Lleihau Mewnoliad'}"
"{'en': 'Method of measurement', 'cy': 'Dull Metru'}"
"{'en': 'Metering Mode\n', 'cy': 'Dull Metru'}"
"{'en': 'Metering Mode\n', 'cy': 'Dull Metru'}"
"{'en': 'Secret', 'cy': 'Cyfrinach'}"
"{'en': 'Secret\n', 'cy': 'Cyfrinach'}"
"{'en': 'Secret\n', 'cy': 'Cyfrinach'}"
"{'en': 'Rundi', 'cy': 'RwndiName'}"
"{'en': 'Rundi\n', 'cy': 'RwndiName'}"
"{'en': 'Rundi\n', 'cy': 'RwndiName'}"
"{'en': 'Bremerhaven', 'cy': 'BremerhavenCity name (optional, probably does not need a translation)'}"
"{'en': 'Bremerhaven\n', 'cy': 'BremerhavenCity name (optional, probably does not need a translation)'}"
"{'en': 'Bremerhaven\n', 'cy': 'BremerhavenCity name (optional, probably does not need a translation)'}"
"{'en': 'Ignition extinguished', 'cy': 'Wyth Bant'}"
"{'en': 'Lights Off\n', 'cy': 'Wyth Bant'}"
"{'en': 'Lights Off\n', 'cy': 'Wyth Bant'}"
"{'en': 'Pakistan', 'cy': 'Pacistan'}"
"{'en': 'Pakistan\n', 'cy': 'Pacistan'}"
"{'en': 'Pakistan\n', 'cy': 'Pacistan'}"
"{'en': 'Radisson', 'cy': 'Madison'}"
"{'en': 'Radisson\n', 'cy': 'Madison'}"
"{'en': 'Radisson\n', 'cy': 'Madison'}"
"{'en': 'Fort Carson', 'cy': 'Fort Carson'}"
"{'en': 'Fort Carson\n', 'cy': 'Fort Carson'}"
"{'en': 'Fort Carson\n', 'cy': 'Fort Carson'}"
"{'en': 'Hard computer', 'cy': 'Chwaraewr Cyfrifiadurol'}"
"{'en': 'Computer Hard\n', 'cy': 'Chwaraewr Cyfrifiadurol'}"
"{'en': 'Computer Hard\n', 'cy': 'Chwaraewr Cyfrifiadurol'}"
"{'en': 'Retalhuleu', 'cy': 'Retalhuleun'}"
"{'en': 'Retalhuleu\n', 'cy': 'Retalhuleun'}"
"{'en': 'Retalhuleu\n', 'cy': 'Retalhuleun'}"
"{'en': 'Niagara Falls', 'cy': 'Niagara FallsCity name (optional, probably does not need a translation)'}"
"{'en': 'Niagara Falls\n', 'cy': 'Niagara FallsCity name (optional, probably does not need a translation)'}"
"{'en': 'Niagara Falls\n', 'cy': 'Niagara FallsCity name (optional, probably does not need a translation)'}"
"{'en': 'Beijing', 'cy': 'Beijing长春'}"
"{'en': 'Beijing\n', 'cy': 'Beijing长春'}"
"{'en': 'Beijing\n', 'cy': 'Beijing长春'}"
"{'en': 'Switzerland German', 'cy': 'Almaeneg y Swistir'}"
"{'en': 'Swiss German\n', 'cy': 'Almaeneg y Swistir'}"
"{'en': 'Swiss German\n', 'cy': 'Almaeneg y Swistir'}"
"{'en': 'Pennsylvania', 'cy': 'Pennsylvania'}"
"{'en': 'Pennsylvania\n', 'cy': 'Pennsylvania'}"
"{'en': 'Pennsylvania\n', 'cy': 'Pennsylvania'}"
"{'en': 'Montgauch', 'cy': 'Montauk'}"
"{'en': 'Montgauch\n', 'cy': 'Montauk'}"
"{'en': 'Montgauch\n', 'cy': 'Montauk'}"
"{'en': 'Afghanistan', 'cy': 'Afghanistan'}"
"{'en': 'Afghanistan\n', 'cy': 'Afghanistan'}"
"{'en': 'Afghanistan\n', 'cy': 'Afghanistan'}"
"{'en': 'Delegate', 'cy': 'DirprwywydUpdated: Meeting NameMeeting'}"
"{'en': 'Delegated\n', 'cy': 'DirprwywydUpdated: Meeting NameMeeting'}"
"{'en': 'Delegated\n', 'cy': 'DirprwywydUpdated: Meeting NameMeeting'}"
"{'en': 'Group', 'cy': 'Grŵp'}"
"{'en': 'Group\n', 'cy': 'Grŵp'}"
"{'en': 'Group\n', 'cy': 'Grŵp'}"
"{'en': 'Framework', 'cy': 'Set ffrâm'}"
"{'en': 'Frameset\n', 'cy': 'Set ffrâm'}"
"{'en': 'Frameset\n', 'cy': 'Set ffrâm'}"
"{'en': 'Bremerton', 'cy': 'Bremerton'}"
"{'en': 'Bremerton\n', 'cy': 'Bremerton'}"
"{'en': 'Bremerton\n', 'cy': 'Bremerton'}"
"{'en': 'Manat', 'cy': 'Manat'}"
"{'en': 'Manat\n', 'cy': 'Manat'}"
"{'en': 'Manat\n', 'cy': 'Manat'}"
"{'en': 'Visibility', 'cy': 'Gweladwy'}"
"{'en': 'Visible\n', 'cy': 'Gweladwy'}"
"{'en': 'Visible\n', 'cy': 'Gweladwy'}"
"{'en': 'Bukoba', 'cy': 'Bukoba'}"
"{'en': 'Bukoba\n', 'cy': 'Bukoba'}"
"{'en': 'Bukoba\n', 'cy': 'Bukoba'}"
"{'en': 'Type of storage', 'cy': 'Prif Fathau'}"
"{'en': 'Storage Type\n', 'cy': 'Prif Fathau'}"
"{'en': 'Storage Type\n', 'cy': 'Prif Fathau'}"
"{'en': 'Clear', 'cy': 'ClearCity name (optional, probably does not need a translation)'}"
"{'en': 'Clear\n', 'cy': 'ClearCity name (optional, probably does not need a translation)'}"
"{'en': 'Clear\n', 'cy': 'ClearCity name (optional, probably does not need a translation)'}"
"{'en': 'Key Client', 'cy': 'Cwsmer Allweddol'}"
"{'en': 'Key Customer\n', 'cy': 'Cwsmer Allweddol'}"
"{'en': 'Key Customer\n', 'cy': 'Cwsmer Allweddol'}"
"{'en': 'Copy Disc', 'cy': 'Copïo Disg'}"
"{'en': 'Copy Disc\n', 'cy': 'Copïo Disg'}"
"{'en': 'Copy Disc\n', 'cy': 'Copïo Disg'}"
"{'en': 'Barahona', 'cy': 'Barahona'}"
"{'en': 'Barahona\n', 'cy': 'Barahona'}"
"{'en': 'Barahona\n', 'cy': 'Barahona'}"
"{'en': 'High contrast', 'cy': 'Cyferbyniad Uchel'}"
"{'en': 'High Contrast\n', 'cy': 'Cyferbyniad Uchel'}"
"{'en': 'High Contrast\n', 'cy': 'Cyferbyniad Uchel'}"
"{'en': 'Melilla', 'cy': 'Melilla'}"
"{'en': 'Melilla\n', 'cy': 'Melilla'}"
"{'en': 'Melilla\n', 'cy': 'Melilla'}"
"{'en': 'The city of Allen', 'cy': 'Allentown'}"
"{'en': 'Allentown\n', 'cy': 'Allentown'}"
"{'en': 'Allentown\n', 'cy': 'Allentown'}"
"{'en': 'Show tool keys', 'cy': '& I'}"
"{'en': 'Display Tooltips\n', 'cy': '& I'}"
"{'en': 'Display Tooltips\n', 'cy': '& I'}"
"{'en': 'Biarritz', 'cy': 'Barrie'}"
"{'en': 'Biarritz\n', 'cy': 'Barrie'}"
"{'en': 'Biarritz\n', 'cy': 'Barrie'}"
"{'en': 'Previous Script', 'cy': 'Sgript Cynt'}"
"{'en': 'Previous Script\n', 'cy': 'Sgript Cynt'}"
"{'en': 'Previous Script\n', 'cy': 'Sgript Cynt'}"
"{'en': 'Delete Task', 'cy': 'Dileu Tasg'}"
"{'en': 'Delete Task\n', 'cy': 'Dileu Tasg'}"
"{'en': 'Delete Task\n', 'cy': 'Dileu Tasg'}"
"{'en': 'Ennadai', 'cy': 'Ennadai Lake'}"
"{'en': 'Ennadai\n', 'cy': 'Ennadai Lake'}"
"{'en': 'Ennadai\n', 'cy': 'Ennadai Lake'}"
"{'en': 'Window title', 'cy': 'Teitl y Ffenestr'}"
"{'en': 'Window Title\n', 'cy': 'Teitl y Ffenestr'}"
"{'en': 'Window Title\n', 'cy': 'Teitl y Ffenestr'}"
"{'en': 'Bari', 'cy': 'Barin'}"
"{'en': 'Bari\n', 'cy': 'Barin'}"
"{'en': 'Bari\n', 'cy': 'Barin'}"
"{'en': 'Cape Girardeau', 'cy': 'Cape GirardeauCity name (optional, probably does not need a translation)'}"
"{'en': 'Cape Girardeau\n', 'cy': 'Cape GirardeauCity name (optional, probably does not need a translation)'}"
"{'en': 'Cape Girardeau\n', 'cy': 'Cape GirardeauCity name (optional, probably does not need a translation)'}"
"{'en': 'Reload', 'cy': 'Parod.'}"
"{'en': 'Reload\n', 'cy': 'Parod.'}"
"{'en': 'Reload\n', 'cy': 'Parod.'}"
"{'en': 'Ephrata', 'cy': 'EphrataCity name (optional, probably does not need a translation)'}"
"{'en': 'Ephrata\n', 'cy': 'EphrataCity name (optional, probably does not need a translation)'}"
"{'en': 'Ephrata\n', 'cy': 'EphrataCity name (optional, probably does not need a translation)'}"
"{'en': 'Israel', 'cy': 'IsraelCountry name (optional, but should be translated)'}"
"{'en': 'Israel\n', 'cy': 'IsraelCountry name (optional, but should be translated)'}"
"{'en': 'Israel\n', 'cy': 'IsraelCountry name (optional, but should be translated)'}"
"{'en': 'Place of the Union', 'cy': 'Union Square'}"
"{'en': 'Union Square\n', 'cy': 'Union Square'}"
"{'en': 'Union Square\n', 'cy': 'Union Square'}"
"{'en': 'Default printer', 'cy': 'Rhagosodiad Argraffydd'}"
"{'en': 'Printer Default\n', 'cy': 'Rhagosodiad Argraffydd'}"
"{'en': 'Printer Default\n', 'cy': 'Rhagosodiad Argraffydd'}"
"{'en': 'Decision', 'cy': 'Bodolyn'}"
"{'en': 'Instance\n', 'cy': 'Bodolyn'}"
"{'en': 'Instance\n', 'cy': 'Bodolyn'}"
"{'en': 'Lobatsi', 'cy': 'LahtiCity name (optional, probably does not need a translation)'}"
"{'en': 'Lobatsi\n', 'cy': 'LahtiCity name (optional, probably does not need a translation)'}"
"{'en': 'Lobatsi\n', 'cy': 'LahtiCity name (optional, probably does not need a translation)'}"
"{'en': 'Hanksville', 'cy': 'Hanksville'}"
"{'en': 'Hanksville\n', 'cy': 'Hanksville'}"
"{'en': 'Hanksville\n', 'cy': 'Hanksville'}"
"{'en': 'Dickinson', 'cy': 'Dickinson'}"
"{'en': 'Dickinson\n', 'cy': 'Dickinson'}"
"{'en': 'Dickinson\n', 'cy': 'Dickinson'}"
"{'en': 'Integrated', 'cy': 'Cynwysedigion'}"
"{'en': 'Builtin\n', 'cy': 'Cynwysedigion'}"
"{'en': 'Builtin\n', 'cy': 'Cynwysedigion'}"
"{'en': 'Tomahawk', 'cy': 'Tomahawk'}"
"{'en': 'Tomahawk\n', 'cy': 'Tomahawk'}"
"{'en': 'Tomahawk\n', 'cy': 'Tomahawk'}"
"{'en': 'pink', 'cy': 'pinccolor'}"
"{'en': 'pink\n', 'cy': 'pinccolor'}"
"{'en': 'pink\n', 'cy': 'pinccolor'}"
"{'en': 'North Wilkesboro', 'cy': 'North Wilkesboro'}"
"{'en': 'North Wilkesboro\n', 'cy': 'North Wilkesboro'}"
"{'en': 'North Wilkesboro\n', 'cy': 'North Wilkesboro'}"
"{'en': 'Label', 'cy': 'Tag'}"
"{'en': 'Tag\n', 'cy': 'Tag'}"
"{'en': 'Tag\n', 'cy': 'Tag'}"
"{'en': 'Varna', 'cy': 'Varna'}"
"{'en': 'Varna\n', 'cy': 'Varna'}"
"{'en': 'Varna\n', 'cy': 'Varna'}"
"{'en': 'Taiwan', 'cy': 'Taiwanchina. kgm'}"
"{'en': 'Taiwan\n', 'cy': 'Taiwanchina. kgm'}"
"{'en': 'Taiwan\n', 'cy': 'Taiwanchina. kgm'}"
"{'en': 'Smoothing', 'cy': 'Llyfnu:'}"
"{'en': 'Smoothing\n', 'cy': 'Llyfnu:'}"
"{'en': 'Smoothing\n', 'cy': 'Llyfnu:'}"
"{'en': 'Saudi Arabia', 'cy': 'Saudi Arabia'}"
"{'en': 'Saudi Arabia\n', 'cy': 'Saudi Arabia'}"
"{'en': 'Saudi Arabia\n', 'cy': 'Saudi Arabia'}"
"{'en': 'El Cajon', 'cy': 'El CajonCity name (optional, probably does not need a translation)'}"
"{'en': 'El Cajon\n', 'cy': 'El CajonCity name (optional, probably does not need a translation)'}"
"{'en': 'El Cajon\n', 'cy': 'El CajonCity name (optional, probably does not need a translation)'}"
"{'en': 'Icons', 'cy': 'Pennawdau Eicon'}"
"{'en': 'Icon Captions\n', 'cy': 'Pennawdau Eicon'}"
"{'en': 'Icon Captions\n', 'cy': 'Pennawdau Eicon'}"
"{'en': 'Cookie properties', 'cy': 'Priodweddau Bisgedi'}"
"{'en': 'Cookie Properties\n', 'cy': 'Priodweddau Bisgedi'}"
"{'en': 'Cookie Properties\n', 'cy': 'Priodweddau Bisgedi'}"
"{'en': 'Cursor LW', 'cy': 'Brwsh'}"
"{'en': 'Cursor LW\n', 'cy': 'Brwsh'}"
"{'en': 'Cursor LW\n', 'cy': 'Brwsh'}"
"{'en': 'Türi', 'cy': 'TüriCity name (optional, probably does not need a translation)'}"
"{'en': 'Türi\n', 'cy': 'TüriCity name (optional, probably does not need a translation)'}"
"{'en': 'Türi\n', 'cy': 'TüriCity name (optional, probably does not need a translation)'}"
"{'en': 'Dasher Preferences', 'cy': 'Hoffterau Dasher'}"
"{'en': 'Dasher Preferences\n', 'cy': 'Hoffterau Dasher'}"
"{'en': 'Dasher Preferences\n', 'cy': 'Hoffterau Dasher'}"
"{'en': 'New appointment', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'New Appointment\n', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'New Appointment\n', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'Benefit', 'cy': 'BountifulCity name (optional, probably does not need a translation)'}"
"{'en': 'Bountiful\n', 'cy': 'BountifulCity name (optional, probably does not need a translation)'}"
"{'en': 'Bountiful\n', 'cy': 'BountifulCity name (optional, probably does not need a translation)'}"
"{'en': 'Port Elizabeth', 'cy': 'Port Elizabeth'}"
"{'en': 'Port Elizabeth\n', 'cy': 'Port Elizabeth'}"
"{'en': 'Port Elizabeth\n', 'cy': 'Port Elizabeth'}"
"{'en': 'Gujarati', 'cy': 'Gwjarati'}"
"{'en': 'Gujarati\n', 'cy': 'Gwjarati'}"
"{'en': 'Gujarati\n', 'cy': 'Gwjarati'}"
"{'en': 'Long range', 'cy': 'Long Beach'}"
"{'en': 'Long Beach\n', 'cy': 'Long Beach'}"
"{'en': 'Long Beach\n', 'cy': 'Long Beach'}"
"{'en': 'Elsenborn', 'cy': 'Elsenborn'}"
"{'en': 'Elsenborn\n', 'cy': 'Elsenborn'}"
"{'en': 'Elsenborn\n', 'cy': 'Elsenborn'}"
"{'en': 'Sylvania', 'cy': 'Sylvania'}"
"{'en': 'Sylvania\n', 'cy': 'Sylvania'}"
"{'en': 'Sylvania\n', 'cy': 'Sylvania'}"
"{'en': 'Hangul syllables', 'cy': 'Sillafau Hangul'}"
"{'en': 'Hangul Syllables\n', 'cy': 'Sillafau Hangul'}"
"{'en': 'Hangul Syllables\n', 'cy': 'Sillafau Hangul'}"
"{'en': 'Japan', 'cy': 'SiapanName'}"
"{'en': 'Japan\n', 'cy': 'SiapanName'}"
"{'en': 'Japan\n', 'cy': 'SiapanName'}"
"{'en': 'Oviedo', 'cy': 'OviedoCity name (optional, probably does not need a translation)'}"
"{'en': 'Oviedo\n', 'cy': 'OviedoCity name (optional, probably does not need a translation)'}"
"{'en': 'Oviedo\n', 'cy': 'OviedoCity name (optional, probably does not need a translation)'}"
"{'en': 'Standard algebraic', 'cy': 'chess-move-format'}"
"{'en': 'Standard Algebraic\n', 'cy': 'chess-move-format'}"
"{'en': 'Standard Algebraic\n', 'cy': 'chess-move-format'}"
"{'en': 'Play', 'cy': 'Chwarae'}"
"{'en': 'Play\n', 'cy': 'Chwarae'}"
"{'en': 'Play\n', 'cy': 'Chwarae'}"
"{'en': 'Okata', 'cy': 'Yakataga'}"
"{'en': 'Okata\n', 'cy': 'Yakataga'}"
"{'en': 'Okata\n', 'cy': 'Yakataga'}"
"{'en': 'Automatically generated', 'cy': 'Awtogynhyrchwyd'}"
"{'en': 'Autogenerated\n', 'cy': 'Awtogynhyrchwyd'}"
"{'en': 'Autogenerated\n', 'cy': 'Awtogynhyrchwyd'}"
"{'en': 'Faßberg', 'cy': 'Faßberg'}"
"{'en': 'Faßberg\n', 'cy': 'Faßberg'}"
